node1,node2
crash,just
crash,north
just,north
just,afternoon
north,afternoon
north,say
afternoon,say
afternoon,significant
afternoon,incident
afternoon,though
say,significant
say,incident
say,though
say,vehicle
say,overheate
significant,incident
significant,though
significant,vehicle
significant,overheate
significant,warm
incident,though
incident,vehicle
incident,overheate
incident,warm
incident,day
though,vehicle
though,overheate
though,warm
though,day
vehicle,overheate
vehicle,warm
vehicle,day
vehicle,say
overheate,warm
overheate,day
overheate,say
overheate,motorist
warm,day
warm,say
warm,motorist
warm,take
day,say
day,motorist
day,take
day,social
say,motorist
say,take
say,social
say,media
say,vent
motorist,take
motorist,social
motorist,media
motorist,vent
motorist,complaint
take,social
take,media
take,vent
take,complaint
take,still
social,media
social,vent
social,complaint
social,still
social,car
media,vent
media,complaint
media,still
media,car
vent,complaint
vent,still
vent,car
complaint,still
complaint,car
still,car
still,complete
car,complete
car,mess
complete,mess
complete,way
complete,one
mess,way
mess,one
mess,motorist
way,one
way,motorist
way,tweet
one,motorist
one,tweet
one,leave
one,metropolis
motorist,tweet
motorist,leave
motorist,metropolis
tweet,leave
tweet,metropolis
tweet,wonderful
leave,metropolis
leave,wonderful
leave,eclipse
metropolis,wonderful
metropolis,eclipse
metropolis,experience
wonderful,eclipse
wonderful,experience
wonderful,road
wonderful,hour
eclipse,experience
eclipse,road
eclipse,hour
eclipse,still
experience,road
experience,hour
experience,still
road,hour
road,still
road,mile
hour,still
hour,mile
hour,another
still,mile
still,another
still,person
mile,another
mile,person
mile,tweet
mile,around
another,person
another,tweet
another,around
person,tweet
person,around
tweet,around
tweet,nightmare
around,nightmare
around,road
nightmare,road
nightmare,trip
nightmare,almost
nightmare,block
nightmare,home
road,trip
road,almost
road,block
road,home
road,anyone
trip,almost
trip,block
trip,home
trip,anyone
trip,count
almost,block
almost,home
almost,anyone
almost,count
almost,take
block,home
block,anyone
block,count
block,take
home,anyone
home,count
home,take
home,hour
anyone,count
anyone,take
anyone,hour
anyone,get
count,take
count,hour
count,get
count,home
take,hour
take,get
take,home
hour,get
hour,home
get,home
get,resident
home,resident
home,west
resident,west
resident,suburban
resident,drive
resident,seven
west,suburban
west,drive
west,seven
west,hour
suburban,drive
suburban,seven
suburban,hour
drive,seven
drive,hour
drive,wife
seven,hour
seven,wife
seven,two
hour,wife
hour,two
hour,child
wife,two
wife,child
wife,watch
wife,eclipse
wife,leave
two,child
two,watch
two,eclipse
two,leave
child,watch
child,eclipse
child,leave
watch,eclipse
watch,leave
eclipse,leave
leave,take
take,three
take,hour
take,break
take,arrive
three,hour
three,break
three,arrive
three,home
hour,break
hour,arrive
hour,home
break,arrive
break,home
arrive,home
home,thing
thing,fine
thing,leave
thing,hit
thing,everyone
fine,leave
fine,hit
fine,everyone
fine,world
leave,hit
leave,everyone
leave,world
leave,leave
hit,everyone
hit,world
hit,leave
hit,apparently
everyone,world
everyone,leave
everyone,apparently
everyone,bumper
world,leave
world,apparently
world,bumper
world,bumper
leave,apparently
leave,bumper
leave,bumper
leave,crawl
apparently,bumper
apparently,bumper
apparently,crawl
apparently,traffic
bumper,bumper
bumper,crawl
bumper,traffic
bumper,say
bumper,crawl
bumper,traffic
bumper,say
crawl,traffic
crawl,say
crawl,say
traffic,say
traffic,say
traffic,eclipse
say,say
say,eclipse
say,fun
say,family
say,eclipse
say,fun
say,family
say,event
say,well
eclipse,fun
eclipse,family
eclipse,event
eclipse,well
eclipse,really
fun,family
fun,event
fun,well
fun,really
fun,cool
family,event
family,well
family,really
family,cool
family,science
event,well
event,really
event,cool
event,science
event,event
well,really
well,cool
well,science
well,event
really,cool
really,science
really,event
really,definitely
cool,science
cool,event
cool,definitely
science,event
science,definitely
science,probably
event,definitely
event,probably
event,stay
definitely,probably
definitely,stay
definitely,extra
definitely,night
probably,stay
probably,extra
probably,night
probably,say
probably,fatal
stay,extra
stay,night
stay,say
stay,fatal
stay,mistake
extra,night
extra,say
extra,fatal
extra,mistake
extra,underestimate
night,say
night,fatal
night,mistake
night,underestimate
night,many
say,fatal
say,mistake
say,underestimate
say,many
say,people
fatal,mistake
fatal,underestimate
fatal,many
fatal,people
fatal,travel
mistake,underestimate
mistake,many
mistake,people
mistake,travel
mistake,distance
underestimate,many
underestimate,people
underestimate,travel
underestimate,distance
underestimate,travel
many,people
many,travel
many,distance
many,travel
people,travel
people,distance
people,travel
people,see
travel,distance
travel,travel
travel,see
travel,nmoreno@chicagotribune.com
distance,travel
distance,see
distance,nmoreno@chicagotribune.com
travel,see
travel,nmoreno@chicagotribune.com
see,nmoreno@chicagotribune.com
number,political
number,rally
number,last
number,two
number,year
political,rally
political,last
political,two
political,year
political,character
rally,last
rally,two
rally,year
rally,character
rally,call
last,two
last,year
last,character
last,call
two,year
two,character
two,call
year,character
year,call
character,call
character,appear
call,appear
call,crowd
appear,crowd
appear,directly
appear,behind
crowd,directly
crowd,behind
crowd,impossible
directly,behind
directly,impossible
directly,miss
behind,impossible
behind,miss
behind,possibly
impossible,miss
impossible,possibly
impossible,plant
impossible,hold
impossible,sign
miss,possibly
miss,plant
miss,hold
miss,sign
miss,scream
possibly,plant
possibly,hold
possibly,sign
possibly,scream
possibly,black
plant,hold
plant,sign
plant,scream
plant,black
plant,trump
hold,sign
hold,scream
hold,black
hold,trump
hold,wear
sign,scream
sign,black
sign,trump
sign,wear
scream,black
scream,trump
scream,wear
scream,shirt
black,trump
black,wear
black,shirt
black,proclaim
trump,wear
trump,shirt
trump,proclaim
trump,equal
wear,shirt
wear,proclaim
wear,equal
wear,conviction
shirt,proclaim
shirt,equal
shirt,conviction
proclaim,equal
proclaim,conviction
proclaim,racist
equal,conviction
equal,racist
equal,almost
conviction,racist
conviction,almost
conviction,always
racist,almost
racist,always
racist,plug
racist,wild
racist,website
almost,always
almost,plug
almost,wild
almost,website
always,plug
always,wild
always,website
always,across
plug,wild
plug,website
plug,across
plug,chest
wild,website
wild,across
wild,chest
website,across
website,chest
website,night
across,chest
across,night
across,crowd
chest,night
chest,crowd
chest,supporter
night,crowd
night,supporter
night,come
crowd,supporter
crowd,come
crowd,watch
supporter,come
supporter,watch
supporter,another
supporter,show
come,watch
come,another
come,show
come,president
come,whip
watch,another
watch,show
watch,president
watch,whip
watch,wildly
another,show
another,president
another,whip
another,wildly
another,cheer
show,president
show,whip
show,wildly
show,cheer
show,crowd
president,whip
president,wildly
president,cheer
president,crowd
whip,wildly
whip,cheer
whip,crowd
wildly,cheer
wildly,crowd
cheer,crowd
cheer,chant
crowd,chant
crowd,just
chant,just
chant,beyond
chant,right
just,beyond
just,right
just,shoulder
beyond,right
beyond,shoulder
beyond,trademark
right,shoulder
right,trademark
right,shirt
right,presence
shoulder,trademark
shoulder,shirt
shoulder,presence
trademark,shirt
trademark,presence
shirt,presence
shirt,variously
presence,variously
presence,know
variously,know
inspire,trend
inspire,hashtag
inspire,great
inspire,deal
trend,hashtag
trend,great
trend,deal
trend,curiosity
hashtag,great
hashtag,deal
hashtag,curiosity
hashtag,search
great,deal
great,curiosity
great,search
great,internet
deal,curiosity
deal,seare,spark
difference,healthy
difference,concern
say,spark
say,healthy
say,concern
say,difference
say,two
spark,healthy
spark,concern
spark,difference
spark,two
spark,unusual
healthy,concern
healthy,difference
healthy,two
healthy,unusual
healthy,nature
concern,difference
concern,two
concern,unusual
concern,nature
concern,disaster
difference,two
difference,unusual
difference,nature
difference,disaster
difference,even
two,unusual
two,nature
two,disaster
two,even
two,prompt
unusual,nature
unusual,disaster
unusual,even
unusual,prompt
unusual,senior
nature,disaster
nature,even
nature,prompt
nature,senior
disaster,even
disaster,prompt
disaster,senior
disaster,leader
even,prompt
even,senior
even,leader
even,rebut
prompt,senior
prompt,leader
prompt,rebut
prompt,speculation
senior,leader
senior,rebut
senior,speculation
senior,sabotage
leader,rebut
leader,speculation
leader,sabotage
leader,cyber
leader,attack
rebut,speculation
rebut,sabotage
rebut,cyber
rebut,attack
rebut,may
speculation,sabotage
speculation,cyber
speculation,attack
speculation,may
speculation,cause
sabotage,cyber
sabotage,attack
sabotage,may
sabotage,cause
sabotage,collision
cyber,attack
cyber,may
cyber,cause
cyber,collision
cyber,indication
attack,may
attack,cause
attack,collision
attack,indication
attack,either
may,cause
may,collision
may,indication
may,either
may,occur
cause,collision
cause,indication
cause,either
cause,occur
collision,indication
collision,either
collision,occur
collision,say
indication,either
indication,occur
indication,say
either,occur
either,say
either,scrutiny
occur,say
occur,scrutiny
occur,come
say,scrutiny
say,come
say,remain
scrutiny,come
scrutiny,remain
scrutiny,mire
scrutiny,corruption
come,remain
come,mire
come,corruption
come,scandal
remain,mire
remain,corruption
remain,scandal
remain,malaysian
remain,defense
mire,corruption
mire,scandal
mire,malaysian
mire,defense
mire,contractor
corruption,scandal
corruption,malaysian
corruption,defense
corruption,contractor
scandal,malaysian
scandal,defense
scandal,contractor
malaysian,defense
malaysian,contractor
defense,contractor
defense,offer
contractor,offer
contractor,prostitute
offer,prostitute
offer,cash
offer,gift
offer,favor
offer,exchange
prostitute,cash
prostitute,gift
prostitute,favor
prostitute,exchange
prostitute,information
cash,gift
cash,favor
cash,exchange
cash,information
cash,make
gift,favor
gift,exchange
gift,information
gift,make
gift,hundred
favor,exchange
favor,information
favor,make
favor,hundred
favor,million
exchange,information
exchange,make
exchange,hundred
exchange,million
exchange,dollar
information,make
information,hundred
information,million
information,dollar
information,business
make,hundred
make,million
make,dollar
make,business
hundred,million
hundred,dollar
hundred,business
hundred,least
million,dollar
million,business
million,least
dollar,business
dollar,least
dollar,defendant
business,least
business,defendant
business,convict
least,defendant
least,convict
least,least
defendant,convict
defendant,least
defendant,case
defendant,pend
convict,least
convict,case
convict,pend
least,case
least,pend
least,another
case,pend
case,another
case,issue
case,play
pend,another
pend,issue
pend,play
another,issue
another,play
another,another
issue,play
issue,another
play,another
play,veteran
another,veteran
veteran,say
veteran,year
say,year
say,reduce
say,number
say,ship
year,reduce
year,number
year,ship
year,tax
reduce,number
reduce,ship
reduce,tax
reduce,crew
reduce,remain
number,ship
number,tax
number,crew
number,remain
number,vessel
ship,tax
ship,crew
ship,remain
ship,vessel
tax,crew
tax,remain
tax,vessel
tax,less
crew,remain
crew,vessel
crew,less
crew,although
remain,vessel
remain,less
remain,although
remain,many
vessel,less
vessel,although
vessel,many
vessel,ship
less,although
less,many
less,ship
less,capable
less,predecessor
although,many
although,ship
although,capable
although,predecessor
although,early
many,ship
many,capable
many,predecessor
many,early
ship,capable
ship,predecessor
ship,early
ship,point
capable,predecessor
